original_meal,cleaned_meal,cluster_id
لحم مفروم,لحم مفروم,33
بطاطا مرحية,بطاطا مرحية,12
حساء /شربة فريك,حساء شربة فريك,35
رشتة بالمرقى,رشتة بالمرقى,6
سلاطة كرنب,سلاطة كرنب,48
سمك طازج,سمك طازج,38
سلطةمتنوعة,سلطةمتنوعة,31
قراتا شفلور,قراتا شفلور,6
بيض مغلى,بيض مغلى,11
حساءشربة/فريك,حساءشربة فريك,35
حساء شربة /فريك,حساء شربة فريك,35
قرنون محشي باللحم المفروم,قرنون محشي باللحم المفروم,33
كريات لحم مفروم,كريات لحم مفروم,33
خبز بالشكولاطة,خبز بالشكولاطة,34
خبز عادي,خبز عادي,3
خبز محسن,خبز محسن,3
سباغستي,سباغستي,22
لحكم قطع,لحكم قطع,22
سلطة ماسدوان,سلطة ماسدوان,20
كاشير/باتي,كاشير باتي,18
قراتا خضار باللحم المفروم,قراتا خضار باللحم المفروم,37
فاكهة موسمية  موز,فاكهة موسمية موز,43
حساء خضر,حساء خضر,48
فاكهة موسمية برتقال,فاكهة موسمية برتقال,43
شطيطحة دجاج,شطيطحة دجاج,49
فاكهة موسمية (تفاح),فاكهة موسمية تفاح,15
خبز محسن,خبز محسن,3
سلطة شمندر مبشور,سلطة شمندر مبشور,0
طاجين مثوم باللحم,طاجين مثوم باللحم,2
فاكهة موسمية (كليمونين),فاكهة موسمية كليمونين,43
مربى +زبدة,مربى زبدة,32
لحم احمر ممرق,لحم احمر ممرق,33
قراتا بطاطا,قراتا بطاطا,12
فاكهة موسمية تفاح,فاكهة موسمية تفاح,15
ميلونج (أزز +بطاطا مقلية),ميلونج أزز بطاطا مقلية,19
بطاطا غراتا محشيية باللحم المفروم,بطاطا غراتا محشيية باللحم المفروم,19
خبز باللشكلاطة,خبز باللشكلاطة,34
قرنون محشي باللحم المفروم,قرنون محشي باللحم المفروم,33
أرز في الفرن,أرز في الفرن,44
حساء شربة,حساء شربة,48
باتي/كشير,باتي كشير,18
حليب بالشكلاطة,حليب بالشكلاطة,25
ميلونج أرز +بطاطا مقلية,ميلونج أرز بطاطا مقلية,19
باتي/ كشير,باتي كشير,18
بطاطا غراتا محشية باللحم المفروم,بطاطا غراتا محشية باللحم المفروم,19
باتي كاشير,باتي كاشير,18
شطيطحة,شطيطحة,49
لحم رولي,لحم رولي,33
ميلونج(ارز بطاطا مقلية),ميلونج ارز بطاطا مقلية,19
بطاطا غراتا محشية باللحم المفروم,بطاطا غراتا محشية باللحم المفروم,19
كاشير باتي,كاشير باتي,18
ارز  في الفرن,ارز في الفرن,44
بتي كاشير,بتي كاشير,22
مقارون,مقارون,20
خبزمحسن,خبزمحسن,3
كشير باتي,كشير باتي,18
فريك بلحم الخروف 150غ,فريك بلحم الخروف 150غ,5
سلطة متنوعة 150غ,سلطة متنوعة 150غ,39
طاجين مثوم( 60غ-100غ حمص),طاجين مثوم 60غ 100غ حمص,2
لحم مفروم (100غ-150غ),لحم مفروم 100غ 150غ,33
طاجين الحلو 100غ,طاجين الحلو 100غ,2
تفاح (100غ-150غ),تفاح 100غ 150غ,15
عصير علب 01 + زلابية 100غ,عصير علب 01 زلابية 100غ,47
البطاطا مقلية 200غ,البطاطا مقلية 200غ,19
كسكس بالعنب الجاف,كسكس بالعنب الجاف,32
لبن حسب الطلب,لبن حسب الطلب,25
ياغورت  كريمة,ياغورت كريمة,14
شربة بلحم الخروف,شربة بلحم الخروف,5
شطيطحة (60غ-100غ حمص),شطيطحة 60غ 100غ حمص,49
دجاج محمر,دجاج محمر,45
طاجين الحلو (100غ),طاجين الحلو 100غ,2
برتقال (100غ-200غ),برتقال 100غ 200غ,15
مشروب غازي 01 + قلب اللوز01,مشروب غازي 01 قلب اللوز01,47
كسكس بالعنب الجاف(200غ),كسكس بالعنب الجاف 200غ,32
لبن حسب الطلب في حدود 1/2ل,لبن حسب الطلب في حدود 1 2ل,25
جبن قطع 02 قطعة,جبن قطع 02 قطعة,1
ياغورت معطر علبة واحدة,ياغورت معطر علبة واحدة,14
طاجين زيتون 200غ,طاجين زيتون 200غ,2
الطاطا مقلية 200غ,الطاطا مقلية 200غ,2
لحم قطع 100غ-150غ,لحم قطع 100غ 150غ,33
موز 150غ-250غ,موز 150غ 250غ,39
عصير علبة واحدة +زلابية 100غ,عصير علبة واحدة زلابية 100غ,47
كسكس بالعنب  الجاف 200غ,كسكس بالعنب الجاف 200غ,32
لبن حسب الطلب 1/2 لبن,لبن حسب الطلب 1 2 لبن,25
بيض مغلي 02 حبة,بيض مغلي 02 حبة,11
ياغورت كريمة علبة واحدة,ياغورت كريمة علبة واحدة,14
شربة بلحم الخروف 150غ,شربة بلحم الخروف 150غ,5
شطيطحة 60غ-100غ حمص,شطيطحة 60غ 100غ حمص,49
لحم رولي 100غ-150غ,لحم رولي 100غ 150غ,33
مشروب غازي 01 +قلب اللوز,مشروب غازي 01 قلب اللوز,47
كسكس بالعنب الجاف 200غ,كسكس بالعنب الجاف 200غ,32
ياوورت كريمة علبة واحدة,ياوورت كريمة علبة واحدة,14
طاجين دولمة (بطاطا +قورجات)300غ,طاجين دولمة بطاطا قورجات 300غ,2
برتقال 100غ-200غ,برتقال 100غ 200غ,15
عصير علب 01 +زلابية 100غ,عصير علب 01 زلابية 100غ,47
ياغورت كريمة  علبة واحدة,ياغورت كريمة علبة واحدة,14
قراتا خضار 300غ,قراتا خضار 300غ,37
تفاح 100غ-150غ,تفاح 100غ 150غ,15
مشروب غازي 01+ قلب اللوز 01,مشروب غازي 01 قلب اللوز 01,47
لبن حسب الطلب في حدود1/2 ل,لبن حسب الطلب في حدود1 2 ل,25
طاجين الزيتون 200غ,طاجين الزيتون 200غ,2
البطاطا المقلية 200غ,البطاطا المقلية 200غ,39
دجاج محمر (200غ-250غ),دجاج محمر 200غ 250غ,45
مشروبغازي (01) + قلب اللوز (01),مشروبغازي 01 قلب اللوز 01,30
كسكس بالعنب الجاف (200غ),كسكس بالعنب الجاف 200غ,32
فريك بلحم الخروف (150غ),فريك بلحم الخروف 150غ,5
سلطة متنوعة (150غ),سلطة متنوعة 150غ,39
طاجين مثوم (60غ-100غ),طاجين مثوم 60غ 100غ,2
البطاطا المقلية (200غ),البطاطا المقلية 200غ,39
طاجين الحلو100غ,طاجين الحلو100غ,2
عصير  علب (01)+ زلابية (100غ),عصير علب 01 زلابية 100غ,47
ياغورت كريمة,ياغورت كريمة,14
شربة بلحم الخروف (150غ),شربة بلحم الخروف 150غ,5
دجاج محمر(200غ-250غ),دجاج محمر 200غ 250غ,45
فريط بلحم الخروف (150غ),فريط بلحم الخروف 150غ,5
طاجين زيتون (200غ),طاجين زيتون 200غ,2
لحم قطع (100غ-150غ),لحم قطع 100غ 150غ,33
موز (150غ-250غ),موز 150غ 250غ,39
بطاطا مقلية (200غ),بطاطا مقلية 200غ,19
لحم رولي (100غ-150غ),لحم رولي 100غ 150غ,33
مشروب غازي 01 +قلب اللوز01,مشروب غازي 01 قلب اللوز01,47
ياغورت معطر  علبة واحدة,ياغورت معطر علبة واحدة,14
طاجين دولمة (بطاطا + قورجات ),طاجين دولمة بطاطا قورجات,2
لحم قطع (150غ-100غ),لحم قطع 150غ 100غ,33
قراتان خضار 300غ,قراتان خضار 300غ,37
مشروب غازي 01 + فلب اللوز 01,مشروب غازي 01 فلب اللوز 01,47
لبن في حدود الطلب  1/2 ل,لبن في حدود الطلب 1 2 ل,25
تفاح 100-150غ,تفاح 100 150غ,15
عصير علب 01+قلب اللوز01,عصير علب 01 قلب اللوز01,47
لبن 1/2 ل,لبن 1 2 ل,25
جبن قطع 2 قطعة,جبن قطع 2 قطعة,1
مربى المشمش 80غ,مربى المشمش 80غ,32
طاجين الحلو100 غ,طاجين الحلو100 غ,2
عصير علب 01 +زلابية100غ,عصير علب 01 زلابية100غ,47
طاجين دولمة (بطاطا + قورجات)300غ,طاجين دولمة بطاطا قورجات 300غ,2
لبن  1/2ل,لبن 1 2ل,25
مربى المشمش80+ ياغورت علبة واحدة,مربى المشمش80 ياغورت علبة واحدة,32
أرز 120غ+ بطاطا مقلية,أرز 120غ بطاطا مقلية,19
طاجين الحلو 10غ +تفاح (100غ-150غ),طاجين الحلو 10غ تفاح 100غ 150غ,2
عصير علب 01 + قلب اللوز 01,عصير علب 01 قلب اللوز 01,47
لبن في حدود الطلب 1/2ل,لبن في حدود الطلب 1 2ل,25
بيض مغلي 02 حبة,بيض مغلي 02 حبة,11
مربى مشمش 80غ+ياغورت معطر علبة واحدة,مربى مشمش 80غ ياغورت معطر علبة واحدة,32
ارز 120غ+البطاطا المقلية 200غ,ارز 120غ البطاطا المقلية 200غ,44
عصير علب 01+ قلب اللوز 01,عصير علب 01 قلب اللوز 01,47
لبن في حدود الطلب 1/2لتر,لبن في حدود الطلب 1 2لتر,25
مربى مشمش 80غ+ ياغورت معطر علبة واحدة,مربى مشمش 80غ ياغورت معطر علبة واحدة,32
طاجين مثوم (60غ-100غ حمص),طاجين مثوم 60غ 100غ حمص,2
لحمم مفروم (100غ-150غ),لحمم مفروم 100غ 150غ,33
طاجين الحلو 100غ+ تفاح (100غ-150غ),طاجين الحلو 100غ تفاح 100غ 150غ,39
عصير علب 01 علبة +زلابية 100غ,عصير علب 01 علبة زلابية 100غ,47
لبن في حدود الطلب 1/2 ل,لبن في حدود الطلب 1 2 ل,25
مربى المشمش 80غ+ياغورت معطر علبة واحدة,مربى المشمش 80غ ياغورت معطر علبة واحدة,32
شربة بلحم الفريك 150غ,شربة بلحم الفريك 150غ,35
بطاطا مقيلة 200غ+ دجاج محمر (200غ-250),بطاطا مقيلة 200غ دجاج محمر 200غ 250,39
طاجين الحلو 100غ + برتقال (100غ-200غ),طاجين الحلو 100غ برتقال 100غ 200غ,2
عصير علب 01 قلب اللوز 01,عصير علب 01 قلب اللوز 01,47
جبن قطع 02 قطعة,جبن قطع 02 قطعة,1
مربى المشمش 80غ+ يغورت معطر علبة واحدة,مربى المشمش 80غ يغورت معطر علبة واحدة,32
سباقيتي 200غ+البطاطا المقلية 200غ,سباقيتي 200غ البطاطا المقلية 200غ,13
لحم قطع 5100غ-150غ,لحم قطع 5100غ 150غ,33
طاجين الحلو 100غ +موز 5150غ-250غ,طاجين الحلو 100غ موز 5150غ 250غ,2
كسكس العنب الجاف 200غ,كسكس العنب الجاف 200غ,32
لبن حسب الحاجة 1/2ل,لبن حسب الحاجة 1 2ل,25
مربى المشمش 80غ+ياغورت كريمة علبة واحدة,مربى المشمش 80غ ياغورت كريمة علبة واحدة,32
بطاطا مقلية 200غ,بطاطا مقلية 200غ,19
طاجين الحلو 100غ+ تفاح 100غ-150غ,طاجين الحلو 100غ تفاح 100غ 150غ,39
عصير علب  01 +قلب اللوز 01,عصير علب 01 قلب اللوز 01,47
لبن حسب الطلب في حدود 1/2 ل,لبن حسب الطلب في حدود 1 2 ل,25
مربى المشمش 80غ +ياغورت معطر علة واحدة,مربى المشمش 80غ ياغورت معطر علة واحدة,32
300غطاجين دولمة (طاطا + قورجات),300غطاجين دولمة طاطا قورجات,2
طاجين الحلو 100غ + برتقال 100غ-200غ,طاجين الحلو 100غ برتقال 100غ 200غ,2
عصير عنب 01 + زلابية 100غ,عصير عنب 01 زلابية 100غ,47
كسكس بالعنب الجاف 200غ +لبن 1/2ل,كسكس بالعنب الجاف 200غ لبن 1 2ل,32
مربى المشمش 80غ + ياغورت كريمة علبة واحدة,مربى المشمش 80غ ياغورت كريمة علبة واحدة,32
غ150شربة بلحم الخروف,غ150شربة بلحم الخروف,5
أرز 120غ+ البطاطا المقلية 200غ,أرز 120غ البطاطا المقلية 200غ,39
